X,Y,fid,TIPO,icon_url
-110.167179213232,23.3624118380299,"208",Parque,./4.png
-110.168663229961,23.3650598302275,"209",Cancha,
-110.326322460441,24.1396275102431,"210",Parque,./4.png
-109.993114007022,24.0779243966503,"211",Cancha,
-109.994597669912,24.0778239499964,"212",Cancha,
-110.312085428591,24.120394366941,"213",Parque,./4.png
-110.290804861542,24.0930314803472,"214",Cancha,
-110.226806392694,23.4572262529011,"215",Cancha,
-109.747627481734,23.8435769510388,"216",Cancha,
-110.311802478588,24.0882129388746,"217",Cancha,
-110.323561515612,24.099353845499,"218",Jardín,./5.png
-110.29158916593,24.1642214801513,"219",Parque,./4.png
-110.310701832785,24.0514045706849,"220",Jardín,./5.png
-110.314240296347,24.0715296005627,"221",Jardín,./5.png
-110.333412900597,24.0895335642258,"222",Jardín,./5.png
-110.313191441377,24.0934063481525,"223",Jardín,./5.png
-110.323934397636,24.1173379148575,"224",Parque,./4.png
-110.322089537648,24.1195075950889,"225",Parque,./4.png
-110.299613935326,24.1212982074651,"226",Parque,./4.png
-110.323432869904,24.1215654576468,"227",Parque,./4.png
-110.322339523697,24.1224651420155,"228",Parque,./4.png
-110.325333795945,24.1235116912015,"229",Parque,./4.png
-110.319742729079,24.1239093796789,"230",Parque,./4.png
-110.325433450728,24.1292924045961,"231",Parque,./4.png
-110.330733969358,24.1327968905977,"232",Parque,./4.png
-110.312591224246,24.1423730345584,"233",Parque,./4.png
-110.319082349054,24.1429898675072,"234",Parque,./4.png
-110.284401463875,24.1502528255867,"235",Parque,./4.png
-110.308312522284,24.1505913238812,"236",Parque,./4.png
-110.319304671884,24.1583647163493,"237",Parque,./4.png
-110.31352440339,24.1620350600891,"238",Jardín,./5.png
-110.288664565202,24.1725049022407,"239",Parque,./4.png
-110.290182543334,24.1724815284693,"240",Parque,./4.png
-110.368164158373,24.0853945109732,"241",Jardín,./5.png
-110.367912965439,24.0851709897061,"242",Jardín,./5.png
-109.843897719036,23.737603997981,"243",Cancha,
-109.84713628007,23.7383302380243,"244",Cancha,
-109.846849109076,23.7383898210072,"245",Parque,./4.png
-109.710717499391,23.686538623496,"246",Cancha,
-110.311628293345,23.7863640424842,"247",Unidad Deportiva,./3.png
-110.3469420711,24.0937082911975,"248",Unidad Deportiva,./3.png
-110.33099539333,24.1029599574457,"249",Parque,./4.png
-110.332731616782,24.1043588573489,"250",Parque,./4.png
-110.333917127841,24.1031912387275,"251",Parque,./4.png
-110.329028390814,24.1023430332387,"252",Parque,./4.png
-110.327588166276,24.1017892972315,"253",Parque,./4.png
-110.32348376341,24.0956725102785,"254",Cancha,
-110.32331618591,24.096143091107,"255",Parque,./4.png
-110.389567508551,24.0921775344405,"256",Unidad Deportiva,./3.png
-109.924025089061,22.9362964112103,"257",Cancha,
-109.920736420212,22.9100180898565,"258",Cancha,
-109.936423292698,22.9289118065152,"259",Cancha,
-109.927353719565,22.9128486199133,"260",Cancha,
-109.92762645802,22.915240986662,"261",Parque,./4.png
-109.710704229796,23.1174714361833,"262",Cancha,
-109.725556195686,23.0957958206653,"263",Cancha,
-109.670000761535,23.0628109439839,"264",Cancha,
-109.724302395096,23.0766177498085,"265",Parque,./4.png
-109.715883317579,23.0687554348119,"266",Parque,./4.png
-109.712298749893,23.0907777496343,"267",Cancha,
-109.698096935882,23.0554394616662,"268",Cancha,
-109.712343332811,23.0720326198395,"269",Parque,./4.png
-109.716837157882,23.0713551874946,"270",Parque,./4.png
-109.729673035798,23.0781712029667,"271",Cancha,
-109.722369408969,23.0762965122073,"272",Parque,./4.png
-109.729258160627,23.0998379876801,"273",Cancha,
-109.719493579474,23.0717174608348,"274",Parque,./4.png
-109.717814830233,23.0701037009795,"275",Cancha,
-109.713112151518,23.1021193268908,"276",Cancha,
-109.720795344516,23.0709989806113,"277",Parque,./4.png
-109.698023429277,23.0570150826447,"278",Cancha,
-109.706148937892,23.0898475973428,"279",Cancha,
-109.728165940254,23.0824193138377,"280",Parque,./4.png
-109.737480632407,23.0997544204972,"281",Cancha,
-109.705095952843,23.0426130445557,"282",Cancha,
-109.706580098765,23.0525741251069,"283",Cancha,
-109.714463722688,23.0702501040341,"284",Parque,./4.png
-109.722501491319,23.0766661490219,"285",Parque,./4.png
-109.728131937181,23.0771447102688,"286",Parque,./4.png
-109.732604799583,23.111864620185,"287",Cancha,
-109.725220156339,23.1057478145953,"288",Cancha,
-109.876504179255,22.9236339111659,"289",Áreas Verdes,./6.png
-109.877095496805,22.9230380508606,"290",Áreas Verdes,./6.png
-109.729027980326,23.4633957101258,"291",Cancha,
-109.714883690156,23.4815046872724,"292",Cancha,
-109.690193929334,23.1440386818503,"293",Parque,./4.png
-109.70150103151,23.1804451741127,"294",Cancha,
-109.70166769392,23.180737184191,"295",Cancha,
-109.753235828593,23.3617339975634,"296",Cancha,
-109.776825290142,23.366947632197,"297",Cancha,
-110.024395702492,23.0745787341895,"298",Cancha,
-109.77960355101,23.3338722999738,"299",Cancha,
-109.930904719667,22.9082181393279,"300",Parque,./4.png
-109.93112433949,22.8845625742008,"301",Unidad Deportiva,./3.png
-109.952856336947,22.8978711018122,"302",Parque,./4.png
-109.923765620308,22.8736725802409,"303",Cancha,
-109.933825863846,22.8905598351311,"304",Unidad Deportiva,./3.png
-109.935567240508,22.8863100763255,"305",Cancha,
-109.933133949538,22.8855689792684,"306",Parque,./4.png
-109.917579298235,22.8747699335123,"307",Parque,./4.png
-109.961439210218,22.905991446007,"308",Cancha,
-109.932860379966,22.8979929796903,"309",Cancha,
-109.934624619571,22.8995463098504,"310",Cancha,
-109.928018389538,22.9039237706052,"311",Cancha,
-109.941737631433,22.8887275890005,"312",Unidad Deportiva,./3.png
-109.919778850479,22.8924643502974,"313",Cancha,
-109.932291157013,22.9010637360732,"314",Parque,./4.png
-109.915731867942,22.9015978141152,"315",Unidad Deportiva,./3.png
-109.92397243011,22.8966954307389,"316",Parque,./4.png
-109.967873569688,22.9143484796466,"317",Cancha,
-109.947170574874,22.8980719455769,"318",Cancha,
-109.936173129783,22.8938486610247,"319",Parque,./4.png
-109.926895319659,22.8918085052486,"320",Cancha,
-109.914076628717,22.8860219815908,"321",Cancha,
-109.815307925199,23.384590664899,"322",Cancha,
-109.816679545178,23.3851024284197,"323",Cancha,
-109.775100684907,23.4430741958584,"324",Cancha,
-109.706296690586,23.1479149919646,"325",Cancha,
-109.706813165174,23.1478046049566,"326",Cancha,
-109.710566979346,23.0734056204196,"327",Unidad Deportiva,./3.png
-109.927434245442,22.8978580912249,"328",Unidad Deportiva,./3.png
-109.904641583347,22.8970629094131,"329",Lienzo Charro,./0.png
-109.9036205266,22.8957849968303,"330",Cancha,
-109.931681636983,22.9003262587765,"331",Parque,./4.png
-109.945464509873,22.8908811499804,"332",Cancha,
-109.711066335845,23.1175200826854,"333",Cancha,
-109.922755370277,22.9169467759727,"334",Cancha,
-109.70431514142,23.1471236784887,"335",Cancha,
-109.702654005349,23.0659782159926,"336",Cancha,
-109.70888902753,23.0702079573754,"337",Cancha,
-109.704797324477,23.1552089692919,"338",Cancha,
-109.706542463956,23.1539999735058,"339",Cancha,
-109.67769924094,23.5417886084771,"340",Cancha,
-109.678426232598,23.5401604146389,"341",Cancha,
-109.6853205433,23.0760484669441,"342",Cancha,
-109.699534461232,23.6569510751296,"343",Cancha,
-109.777728024951,23.3715130100976,"344",Cancha,
-109.582193363623,23.2212828851602,"345",Cancha,
-109.591095988341,23.5902952445431,"346",Cancha,
-109.689669445583,23.1370053038457,"347",Cancha,
-109.689385026038,23.1439430632792,"348",Cancha,
-109.717304498854,23.4754370138874,"349",Cancha,
-109.651166354257,23.5565538907121,"350",Cancha,
-109.708946509529,23.0854159789065,"351",Cancha,
-109.715072891249,23.1189131839482,"352",Cancha,
-109.777720940618,23.366772380122,"353",Parque,./4.png
-109.775975088433,23.3715781908194,"354",Cancha,
-109.725509897139,23.1079374259357,"355",Cancha,
-109.731599999931,23.1025366002242,"356",Cancha,
-109.677139474381,23.5415629585009,"357",Cancha,
-109.704261544505,23.1588051749258,"358",Cancha,
-109.667490643563,23.0678896016913,"359",Parque,./4.png
-109.929908864946,22.9150013914201,"360",Cancha,
-109.686246607176,23.082785075181,"361",Cancha,
-109.674650590528,23.5346282083367,"362",Parque,./4.png
-109.651521329097,23.5565846981158,"363",Parque,./4.png
-109.725246603847,23.1037770052477,"364",Parque,./4.png
-109.733513573853,23.098693322764,"365",Parque,./4.png
-109.7018705999,23.0640327820372,"366",Unidad Deportiva,./3.png
-109.695224790093,23.0623135400525,"367",Parque,./4.png
-109.723106520244,23.0928317401941,"368",Cancha,
-109.942479204563,22.927068694662,"369",Jardín,./5.png
-109.707802552671,23.1299085156279,"370",Cancha,
-109.703603000926,23.0616421421848,"371",Cancha,
-109.72960906556,23.0808926782085,"372",Parque,./4.png
-109.729552038323,23.079585816338,"373",Parque,./4.png
-109.728178772217,23.0795008526296,"374",Parque,./4.png
-109.728203052244,23.0807912579422,"375",Parque,./4.png
-109.728293136031,23.0782134352302,"376",Parque,./4.png
-109.934499662551,22.8899178286669,"377",Parque,./4.png
-109.922686220232,22.9059027360601,"378",Cancha,
-109.910270468542,22.8884382029993,"379",Jardín,./5.png
-109.93232224994,22.8963812630381,"380",Cancha,
-109.909467021234,22.8978523833665,"381",Unidad Deportiva,./3.png
-109.96225921632,22.8993403440437,"382",Unidad Deportiva,./3.png
-109.933619261704,22.9014031548608,"383",Cancha,
-109.706572573221,23.0541031675062,"384",Cancha,
